paper_id:ID(Paper),title,year:INT,abstract,doi
ff784e951325b54f911c3c82bde5b3d6810459c3,Hermes: Dynamic Partitioning for Distributed Social Network Graph Databases,2015,"Social networks are large graphs that require multiple graph database servers to store and manage them. Each database server hosts a graph partition with the objectives of balancing server loads, reducing remote traversals (edge-cuts), and adapting the partitioning to changes in the structure of the graph in the face of changing workloads. To achieve these objectives, a dynamic repartitioning algorithm is required to modify an existing partitioning to maintain good quality partitions while not imposing a significant overhead to the system. In this paper, we introduce a lightweight repartitioner, which dynamically modifies a partitioning using a small amount of resources. In contrast to the existing repartitioning algorithms, our lightweight repartitioner is e cient, making it suitable for use in a real system. We integrated our lightweight repartitioner into Hermes, which we designed as an extension of the open source Neo4j graph database system, to support workloads over partitioned graph data distributed over multiple servers. Using real-world social network data, we show that Hermes leverages the lightweight repartitioner to maintain high quality partitions and provides a 2 to 3 times performance improvement over the de-facto standard random hash-based partitioning.",10.5441/002/edbt.2015.04
3b3df8387a7924c966c87662d4d2547e5c0fb662,Extracting Fuzzy Summaries from NoSQL Graph Databases,2015,,10.1007/978-3-319-26154-6_15
2aac97b85bfb33c0bae35be23b02238c79a937d7,Experiences in WordNet Visualization with Labeled Graph Databases,2015,,10.1007/978-3-319-52758-1_6
217c25a7dc4380f12497edf4d7d013d11195c005,Microblogging Queries on Graph Databases: An Introspection,2015,"Microblogging data is growing at a rapid pace. This poses new challenges to the data management systems, such as graph databases, that are typically suitable for analyzing such data. In this paper, we share our experience on executing a wide variety of micro-blogging queries on two popular graph databases: Neo4j and Sparksee. Our queries are designed to be relevant to popular applications of micro-blogging data. The queries are executed on a large real graph data set comprising of nearly 50 million nodes and 326 million edges.",10.1145/2764947.2764952
0e9882f5d9a4c0ee873f7806ffe645b0473377a7,Interactive Path Query Specification on Graph Databases,2015,"Graph databases are becoming pervasive in several application scenarios such as the Semantic Web, social and biological networks, and geographical databases, to name a few. However, specifying a graph query is a cumbersome task for non-expert users because graph databases (i) are usually of large size hence difficult to visualize and (ii) do not carry proper metadata as there is no clear distinction between the instances and the schemas. We present GPS, a system for interactive path query specification on graph databases, which assists the user to specify path queries defined by regular expressions. The user is interactively asked to visualize small fragments of the graph and to label nodes of interest as positive or negative, depending on whether or not she would like the nodes as part of the query result. After each interaction, the system prunes the uninformative nodes i.e., those that do not add any information about the user's goal query. Thus, the system also guides the user to specify her goal query with a minimal number of interactions.",10.5441/002/dbt.2015.44
a5170eb87547140ee2e9d89e12e49e64b5f1f7d5,Controlling Diversity in Benchmarking Graph Databases,2015,,
0073395c4fec448b21963cf06ab01b671ccaaac3,Kojaph: Visual Definition and Exploration of Patterns in Graph Databases,2015,,10.1007/978-3-319-27261-0_23
205d1d5689f7327d909f6a4addb2f0d98ab7d17e,In-Memory Graph Databases for Web-Scale Data,2015,"A software stack relies primarily on graph-based methods to implement scalable resource description framework databases on top of commodity clusters, providing an inexpensive way to extract meaning from volumes of heterogeneous data.",10.1109/MC.2015.74
6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4,A performance evaluation of open source graph databases,2014,"With the proliferation of large, irregular, and sparse relational datasets, new storage and analysis platforms have arisen to fill gaps in performance and capability left by conventional approaches built on traditional database technologies and query languages. Many of these platforms apply graph structures and analysis techniques to enable users to ingest, update, query, and compute on the topological structure of the network represented as sets of edges relating sets of vertices. To store and process Facebook-scale datasets, software and algorithms must be able to support data sources with billions of edges, update rates of millions of updates per second, and complex analysis kernels. These platforms must provide intuitive interfaces that enable graph experts and novice programmers to write implementations of common graph algorithms. In this paper, we conduct a qualitative study and a performance comparison of 12 open source graph databases using four fundamental graph algorithms on networks containing up to 256 million edges.",10.1145/2567634.2567638
6008ea0ff9406834436c2ab39dca17390f978a23,Model-Driven Design of Graph Databases,2014,,10.1007/978-3-319-12206-9_14
212d1c7cfad4d8dae39deb669337cb46b0274d78,Fuzzy Queries over NoSQL Graph Databases: Perspectives for Extending the Cypher Language,2014,,10.1007/978-3-319-08852-5_40
